record_id_1,record_id_2,true_agent_id_1,true_agent_id_2,is_true_match,similarity_score,pair_key,splink_score,final_score,decision
REC00072,REC00073,73d3c316,73d3c316,1,0.8531,REC00072_REC00073,0.9999999769544858,0.9412,LLM_REVIEW
REC00111,REC00255,0bb60a42,470debc5,0,0.5578,REC00111_REC00255,0.0,0.2231,KEEP_SEPARATE
REC00075,REC00417,a370ca94,d61ba053,0,0.6623,REC00075_REC00417,0.0,0.2649,KEEP_SEPARATE
REC00050,REC00262,147086bd,b1917b7f,0,0.7139,REC00050_REC00262,0.0,0.2856,KEEP_SEPARATE
REC00123,REC00394,aa918b5b,35f714ee,0,0.7175,REC00123_REC00394,0.0,0.287,KEEP_SEPARATE
REC00007,REC00338,06093853,bcad6057,0,0.6434,REC00007_REC00338,0.0,0.2574,KEEP_SEPARATE
REC00093,REC00252,c633550d,0536a971,0,0.8331,REC00093_REC00252,0.0,0.3332,KEEP_SEPARATE
REC00113,REC00425,7267e194,bd503f5d,0,0.8864,REC00113_REC00425,0.0,0.3546,KEEP_SEPARATE
REC00137,REC00139,9f3ddedd,9f3ddedd,1,0.9947,REC00137_REC00139,0.9999761133654689,0.9979,AUTO_MERGE
REC00344,REC00357,d1703276,c6e4d4b4,0,0.811,REC00344_REC00357,0.0,0.3244,KEEP_SEPARATE
REC00230,REC00271,7700fe54,6f1246e8,0,0.7663,REC00230_REC00271,0.0,0.3065,KEEP_SEPARATE
REC00125,REC00143,04d2ce15,35dcb509,0,0.8405,REC00125_REC00143,0.0,0.3362,KEEP_SEPARATE
REC00010,REC00192,1505862c,92a8c207,0,0.6869,REC00010_REC00192,0.0,0.2748,KEEP_SEPARATE
REC00482,REC00497,8115ee10,9e8f83c1,0,0.8489,REC00482_REC00497,0.0,0.3396,KEEP_SEPARATE
REC00373,REC00374,b21a78c0,b21a78c0,1,1.0,REC00373_REC00374,0.9999999959030196,1.0,AUTO_MERGE
REC00251,REC00351,0536a971,c6fd6583,0,0.8337,REC00251_REC00351,0.0,0.3335,KEEP_SEPARATE
REC00318,REC00320,cdebf083,f87f3231,0,0.7926,REC00318_REC00320,0.0,0.317,KEEP_SEPARATE
REC00014,REC00376,7efcda5f,1117e12c,0,0.4955,REC00014_REC00376,0.0,0.1982,KEEP_SEPARATE
REC00050,REC00259,147086bd,b1917b7f,0,0.7286,REC00050_REC00259,0.0,0.2914,KEEP_SEPARATE
REC00169,REC00203,3a87bc74,9d89a813,0,0.7979,REC00169_REC00203,0.0,0.3192,KEEP_SEPARATE
REC00129,REC00410,3270a008,fbf61561,0,0.7638,REC00129_REC00410,0.0,0.3055,KEEP_SEPARATE
REC00188,REC00190,3270c37b,3270c37b,1,0.9877,REC00188_REC00190,0.9999761133654689,0.9951,AUTO_MERGE
REC00128,REC00449,4faa03f8,040fe1f5,0,0.7833,REC00128_REC00449,0.0,0.3133,KEEP_SEPARATE
REC00237,REC00473,f693dac2,f59e5278,0,0.9454,REC00237_REC00473,0.0,0.3782,KEEP_SEPARATE
REC00486,REC00488,b8039f1b,ced7e1f9,0,0.7103,REC00486_REC00488,0.0,0.2841,KEEP_SEPARATE
REC00272,REC00273,497d833b,0d30aa3a,0,0.899,REC00272_REC00273,0.0,0.3596,KEEP_SEPARATE
REC00203,REC00206,9d89a813,9d89a813,1,1.0,REC00203_REC00206,0.9999999672241578,1.0,AUTO_MERGE
REC00355,REC00400,a8230180,4c2b17c5,0,0.8622,REC00355_REC00400,0.0,0.3449,KEEP_SEPARATE
REC00164,REC00166,5fdfe87a,5fdfe87a,1,0.9709,REC00164_REC00166,0.9999761133654689,0.9883,AUTO_MERGE
REC00002,REC00003,a5eaf10f,a5eaf10f,1,0.7951,REC00002_REC00003,0.9514530883162187,0.8889,LLM_REVIEW
REC00152,REC00276,b280c279,9ab83f99,0,0.7219,REC00152_REC00276,0.0,0.2888,KEEP_SEPARATE
REC00293,REC00380,323bfb43,6f644230,0,0.4542,REC00293_REC00380,0.0,0.1817,KEEP_SEPARATE
REC00240,REC00241,6faeeebe,6faeeebe,1,1.0,REC00240_REC00241,0.9999999836120786,1.0,AUTO_MERGE
REC00405,REC00476,9311dcf3,1c5dee93,0,0.7454,REC00405_REC00476,0.0,0.2982,KEEP_SEPARATE
REC00080,REC00471,09b4f7da,5b09ff21,0,0.7816,REC00080_REC00471,0.0,0.3126,KEEP_SEPARATE
REC00365,REC00366,ab5a37f3,ab5a37f3,1,1.0,REC00365_REC00366,0.9999999959030196,1.0,AUTO_MERGE
REC00227,REC00228,7700fe54,7700fe54,1,0.9556,REC00227_REC00228,0.9999992316688973,0.9822,AUTO_MERGE
REC00338,REC00441,bcad6057,99fbb112,0,0.7937,REC00338_REC00441,0.0,0.3175,KEEP_SEPARATE
REC00160,REC00263,526f8b59,2c1e48e2,0,0.7789,REC00160_REC00263,0.0,0.3116,KEEP_SEPARATE
REC00221,REC00371,3ab28108,e501dc73,0,0.8903,REC00221_REC00371,0.0,0.3561,KEEP_SEPARATE
REC00038,REC00039,9f3737b4,9f3737b4,1,0.7971,REC00038_REC00039,0.9514530883162187,0.8897,LLM_REVIEW
REC00401,REC00495,8a6155a1,0f6b1888,0,0.6476,REC00401_REC00495,0.0,0.259,KEEP_SEPARATE
REC00161,REC00284,1a5a8d11,e0e6ff54,0,0.6014,REC00161_REC00284,0.0,0.2406,KEEP_SEPARATE
REC00287,REC00288,dcbf7c8b,f0dc3415,0,0.9239,REC00287_REC00288,0.0,0.3696,KEEP_SEPARATE
REC00049,REC00261,147086bd,b1917b7f,0,0.698,REC00049_REC00261,0.0,0.2792,KEEP_SEPARATE
REC00345,REC00346,a09389b7,a09389b7,1,1.0,REC00345_REC00346,0.9999999959030196,1.0,AUTO_MERGE
REC00228,REC00272,7700fe54,497d833b,0,0.8828,REC00228_REC00272,0.0,0.3531,KEEP_SEPARATE
REC00162,REC00163,1a5a8d11,1a5a8d11,1,0.968,REC00162_REC00163,0.9997483924577089,0.987,AUTO_MERGE
REC00130,REC00410,3270a008,fbf61561,0,0.7698,REC00130_REC00410,0.0,0.3079,KEEP_SEPARATE
REC00051,REC00397,9da901bf,245d4931,0,0.761,REC00051_REC00397,0.0,0.3044,KEEP_SEPARATE
REC00324,REC00325,128cf509,455a39f9,0,0.801,REC00324_REC00325,0.0,0.3204,KEEP_SEPARATE
REC00318,REC00319,cdebf083,6a3db7ec,0,0.7682,REC00318_REC00319,0.0,0.3073,KEEP_SEPARATE
REC00337,REC00338,bcad6057,bcad6057,1,1.0,REC00337_REC00338,0.9999999938545294,1.0,AUTO_MERGE
REC00268,REC00270,0b826893,0b826893,1,1.0,REC00268_REC00270,0.9999999836120786,1.0,AUTO_MERGE
REC00057,REC00158,890a2409,526f8b59,0,0.4394,REC00057_REC00158,0.0,0.1758,KEEP_SEPARATE
REC00125,REC00145,04d2ce15,35dcb509,0,0.8563,REC00125_REC00145,0.0,0.3425,KEEP_SEPARATE
REC00014,REC00015,7efcda5f,7efcda5f,1,0.8382,REC00014_REC00015,0.9999671477287967,0.9353,LLM_REVIEW
REC00153,REC00258,b280c279,470debc5,0,0.5833,REC00153_REC00258,0.0,0.2333,KEEP_SEPARATE
REC00059,REC00061,dc1dfd2b,dc1dfd2b,1,0.869,REC00059_REC00061,0.9999995678136094,0.9476,LLM_REVIEW
REC00349,REC00470,33156aa0,2e3646d3,0,0.8691,REC00349_REC00470,0.0,0.3476,KEEP_SEPARATE
REC00101,REC00102,6fd09bcc,6fd09bcc,1,0.9771,REC00101_REC00102,0.9993190539568642,0.9904,AUTO_MERGE
REC00261,REC00262,b1917b7f,b1917b7f,1,0.952,REC00261_REC00262,0.9999992316688973,0.9808,AUTO_MERGE
REC00149,REC00272,652786fd,497d833b,0,0.6467,REC00149_REC00272,0.0,0.2587,KEEP_SEPARATE
REC00073,REC00201,73d3c316,2f145e59,0,0.8124,REC00073_REC00201,0.0,0.325,KEEP_SEPARATE
REC00167,REC00203,3a87bc74,9d89a813,0,0.8644,REC00167_REC00203,0.0,0.3458,KEEP_SEPARATE
REC00281,REC00420,5601e2e3,27c3070c,0,0.6459,REC00281_REC00420,0.0,0.2584,KEEP_SEPARATE
REC00367,REC00457,f3dc5606,cb648486,0,0.8305,REC00367_REC00457,0.0,0.3322,KEEP_SEPARATE
REC00202,REC00501,2f145e59,f62a77f3,0,0.7819,REC00202_REC00501,0.0,0.3128,KEEP_SEPARATE
REC00145,REC00344,35dcb509,d1703276,0,0.8807,REC00145_REC00344,0.0,0.3523,KEEP_SEPARATE
REC00030,REC00086,93f3392b,56254e57,0,0.7187,REC00030_REC00086,0.0,0.2875,KEEP_SEPARATE
REC00335,REC00336,37acc3e7,37acc3e7,1,1.0,REC00335_REC00336,0.9999999959030196,1.0,AUTO_MERGE
REC00016,REC00228,3f5b2c93,7700fe54,0,0.7007,REC00016_REC00228,0.0,0.2803,KEEP_SEPARATE
REC00204,REC00269,9d89a813,0b826893,0,0.7869,REC00204_REC00269,0.0,0.3148,KEEP_SEPARATE
REC00167,REC00168,3a87bc74,3a87bc74,1,0.9914,REC00167_REC00168,0.9997483924577089,0.9964,AUTO_MERGE
REC00094,REC00252,c633550d,0536a971,0,0.83,REC00094_REC00252,0.0,0.332,KEEP_SEPARATE
REC00278,REC00280,41c09d34,dbd15e04,0,0.8025,REC00278_REC00280,0.0,0.321,KEEP_SEPARATE
REC00239,REC00240,6faeeebe,6faeeebe,1,0.9889,REC00239_REC00240,0.9999992316688973,0.9956,AUTO_MERGE
REC00079,REC00471,09b4f7da,5b09ff21,0,0.682,REC00079_REC00471,0.0,0.2728,KEEP_SEPARATE
REC00081,REC00114,09b4f7da,7267e194,0,0.8046,REC00081_REC00114,0.0,0.3218,KEEP_SEPARATE
REC00134,REC00429,862781a0,cef5fc37,0,0.7954,REC00134_REC00429,0.0,0.3182,KEEP_SEPARATE
REC00321,REC00323,8a2de09b,31f7f800,0,0.9353,REC00321_REC00323,0.0,0.3741,KEEP_SEPARATE
REC00245,REC00246,dad98f26,dad98f26,1,0.9829,REC00245_REC00246,0.9999992316688973,0.9932,AUTO_MERGE
REC00126,REC00358,04d2ce15,c6e4d4b4,0,0.6953,REC00126_REC00358,0.0,0.2781,KEEP_SEPARATE
REC00208,REC00209,2fef3194,2fef3194,1,0.9568,REC00208_REC00209,0.9999992316688973,0.9827,AUTO_MERGE
REC00112,REC00152,0bb60a42,b280c279,0,0.7972,REC00112_REC00152,0.0,0.3189,KEEP_SEPARATE
REC00056,REC00158,890a2409,526f8b59,0,0.4842,REC00056_REC00158,0.0,0.1937,KEEP_SEPARATE
REC00376,REC00495,1117e12c,0f6b1888,0,0.7978,REC00376_REC00495,0.0,0.3191,KEEP_SEPARATE
REC00192,REC00193,92a8c207,92a8c207,1,0.9923,REC00192_REC00193,0.9999992316688973,0.9969,AUTO_MERGE
REC00223,REC00224,a66dc66f,a66dc66f,1,0.9746,REC00223_REC00224,0.9999992316688973,0.9898,AUTO_MERGE
REC00018,REC00271,3f5b2c93,6f1246e8,0,0.7157,REC00018_REC00271,0.0,0.2863,KEEP_SEPARATE
REC00237,REC00374,f693dac2,b21a78c0,0,0.9501,REC00237_REC00374,0.0,0.38,KEEP_SEPARATE
REC00078,REC00106,6a742391,d4dc737b,0,0.8846,REC00078_REC00106,0.0,0.3538,KEEP_SEPARATE
REC00005,REC00448,06093853,4cd8c4e5,0,0.6793,REC00005_REC00448,0.0,0.2717,KEEP_SEPARATE
REC00211,REC00458,957fe149,f48d91dd,0,0.9213,REC00211_REC00458,0.0,0.3685,KEEP_SEPARATE
REC00112,REC00255,0bb60a42,470debc5,0,0.5594,REC00112_REC00255,0.0,0.2238,KEEP_SEPARATE
REC00214,REC00458,957fe149,f48d91dd,0,0.9231,REC00214_REC00458,0.0,0.3692,KEEP_SEPARATE
REC00111,REC00153,0bb60a42,b280c279,0,0.7604,REC00111_REC00153,0.0,0.3042,KEEP_SEPARATE
REC00351,REC00352,c6fd6583,c6fd6583,1,1.0,REC00351_REC00352,0.9999999959030196,1.0,AUTO_MERGE
REC00024,REC00026,9cb8e085,9cb8e085,1,0.8673,REC00024_REC00026,0.9514530883162187,0.9178,LLM_REVIEW
REC00363,REC00381,2505fb80,9e9adf8d,0,0.8178,REC00363_REC00381,0.0,0.3271,KEEP_SEPARATE
REC00116,REC00279,f8c400df,e11bccae,0,0.7196,REC00116_REC00279,0.0,0.2878,KEEP_SEPARATE
REC00311,REC00312,ac0ddd17,299a9266,0,0.7454,REC00311_REC00312,0.0,0.2982,KEEP_SEPARATE
REC00127,REC00449,4faa03f8,040fe1f5,0,0.8067,REC00127_REC00449,0.0,0.3227,KEEP_SEPARATE
REC00007,REC00441,06093853,99fbb112,0,0.6366,REC00007_REC00441,0.0,0.2546,KEEP_SEPARATE
REC00178,REC00291,4268ac48,c563f693,0,0.5138,REC00178_REC00291,0.0,0.2055,KEEP_SEPARATE
REC00249,REC00250,7278bd49,7278bd49,1,0.9942,REC00249_REC00250,0.9999992316688973,0.9977,AUTO_MERGE
REC00263,REC00408,2c1e48e2,a8d6c0ca,0,0.8501,REC00263_REC00408,0.0,0.34,KEEP_SEPARATE
REC00343,REC00357,d1703276,c6e4d4b4,0,0.811,REC00343_REC00357,0.0,0.3244,KEEP_SEPARATE
REC00235,REC00238,f693dac2,f693dac2,1,0.9244,REC00235_REC00238,0.9999992316688973,0.9698,AUTO_MERGE
REC00268,REC00398,0b826893,62d17edf,0,0.811,REC00268_REC00398,0.0,0.3244,KEEP_SEPARATE
REC00255,REC00276,470debc5,9ab83f99,0,0.4892,REC00255_REC00276,0.0,0.1957,KEEP_SEPARATE
REC00035,REC00378,c05b71f2,d9cc2331,0,0.6838,REC00035_REC00378,0.0,0.2735,KEEP_SEPARATE
REC00008,REC00009,1505862c,1505862c,1,0.9254,REC00008_REC00009,0.9514530883162187,0.941,LLM_REVIEW
REC00319,REC00320,6a3db7ec,f87f3231,0,0.7316,REC00319_REC00320,0.0,0.2926,KEEP_SEPARATE
REC00036,REC00082,9f3737b4,1976f586,0,0.7882,REC00036_REC00082,0.0,0.3153,KEEP_SEPARATE
REC00332,REC00334,7cf6d4be,e6454acf,0,0.7516,REC00332_REC00334,0.0,0.3006,KEEP_SEPARATE
REC00349,REC00365,33156aa0,ab5a37f3,0,0.8677,REC00349_REC00365,0.0,0.3471,KEEP_SEPARATE
REC00017,REC00228,3f5b2c93,7700fe54,0,0.7791,REC00017_REC00228,0.0,0.3116,KEEP_SEPARATE
REC00114,REC00454,7267e194,4766ebcf,0,0.8215,REC00114_REC00454,0.0,0.3286,KEEP_SEPARATE
REC00024,REC00423,9cb8e085,e2b961a9,0,0.6825,REC00024_REC00423,0.0,0.273,KEEP_SEPARATE
REC00019,REC00271,3f5b2c93,6f1246e8,0,0.8893,REC00019_REC00271,0.0,0.3557,KEEP_SEPARATE
REC00151,REC00228,652786fd,7700fe54,0,0.7943,REC00151_REC00228,0.0,0.3177,KEEP_SEPARATE
REC00168,REC00203,3a87bc74,9d89a813,0,0.8614,REC00168_REC00203,0.0,0.3446,KEEP_SEPARATE
REC00238,REC00473,f693dac2,f59e5278,0,0.9123,REC00238_REC00473,0.0,0.3649,KEEP_SEPARATE
REC00158,REC00411,526f8b59,f878be27,0,0.8487,REC00158_REC00411,0.0,0.3395,KEEP_SEPARATE
REC00154,REC00276,b280c279,9ab83f99,0,0.7373,REC00154_REC00276,0.0,0.2949,KEEP_SEPARATE
REC00217,REC00484,dbb0963b,ec78a5f8,0,0.8694,REC00217_REC00484,0.0,0.3478,KEEP_SEPARATE
REC00137,REC00138,9f3ddedd,9f3ddedd,1,0.9739,REC00137_REC00138,0.9997483924577089,0.9894,AUTO_MERGE
REC00154,REC00258,b280c279,470debc5,0,0.5701,REC00154_REC00258,0.0,0.228,KEEP_SEPARATE
REC00376,REC00401,1117e12c,8a6155a1,0,0.7851,REC00376_REC00401,0.0,0.314,KEEP_SEPARATE
REC00039,REC00082,9f3737b4,1976f586,0,0.5609,REC00039_REC00082,0.0,0.2244,KEEP_SEPARATE
REC00071,REC00073,73d3c316,73d3c316,1,0.8625,REC00071_REC00073,0.9999995678136094,0.945,LLM_REVIEW
REC00425,REC00454,bd503f5d,4766ebcf,0,0.8127,REC00425_REC00454,0.0,0.3251,KEEP_SEPARATE
REC00362,REC00459,23198577,f9b9dcc2,0,0.8361,REC00362_REC00459,0.0,0.3344,KEEP_SEPARATE
REC00329,REC00330,8b89f1b6,dbef38eb,0,0.9102,REC00329_REC00330,0.0,0.3641,KEEP_SEPARATE
REC00257,REC00277,470debc5,f10919eb,0,0.5114,REC00257_REC00277,0.0,0.2046,KEEP_SEPARATE
REC00182,REC00455,2bfd4d1b,c578d16e,0,0.849,REC00182_REC00455,0.0,0.3396,KEEP_SEPARATE
REC00231,REC00232,3f6e7f67,3f6e7f67,1,0.9922,REC00231_REC00232,0.9999992316688973,0.9969,AUTO_MERGE
REC00093,REC00352,c633550d,c6fd6583,0,0.9569,REC00093_REC00352,0.0,0.3828,KEEP_SEPARATE
REC00266,REC00408,2c1e48e2,a8d6c0ca,0,0.9418,REC00266_REC00408,0.0,0.3767,KEEP_SEPARATE
REC00070,REC00367,045e1c8f,f3dc5606,0,0.8242,REC00070_REC00367,0.0,0.3297,KEEP_SEPARATE
REC00005,REC00099,06093853,69958d9c,0,0.9124,REC00005_REC00099,0.0,0.365,KEEP_SEPARATE
REC00136,REC00347,862781a0,bbdfca38,0,0.7221,REC00136_REC00347,0.0,0.2888,KEEP_SEPARATE
REC00148,REC00275,29927e4a,763c2d0e,0,0.6737,REC00148_REC00275,0.0,0.2695,KEEP_SEPARATE
REC00377,REC00433,6f7690ed,012d5306,0,0.8997,REC00377_REC00433,0.0,0.3599,KEEP_SEPARATE
REC00316,REC00317,38b7420b,3c2e948b,0,0.7677,REC00316_REC00317,0.0,0.3071,KEEP_SEPARATE
REC00053,REC00054,481d439d,481d439d,1,0.8102,REC00053_REC00054,0.9999999907817941,0.9241,LLM_REVIEW
REC00291,REC00409,c563f693,eb031af7,0,0.468,REC00291_REC00409,0.0,0.1872,KEEP_SEPARATE
REC00337,REC00441,bcad6057,99fbb112,0,0.7937,REC00337_REC00441,0.0,0.3175,KEEP_SEPARATE
REC00038,REC00084,9f3737b4,1976f586,0,0.6445,REC00038_REC00084,0.0,0.2578,KEEP_SEPARATE
REC00235,REC00374,f693dac2,b21a78c0,0,0.9342,REC00235_REC00374,0.0,0.3737,KEEP_SEPARATE
REC00032,REC00035,c05b71f2,c05b71f2,1,0.8318,REC00032_REC00035,0.9514530883162187,0.9036,LLM_REVIEW
REC00146,REC00274,29927e4a,c2844325,0,0.7236,REC00146_REC00274,0.0,0.2894,KEEP_SEPARATE
REC00341,REC00342,1ead61bd,1ead61bd,1,1.0,REC00341_REC00342,0.9999999959030196,1.0,AUTO_MERGE
REC00037,REC00039,9f3737b4,9f3737b4,1,0.7693,REC00037_REC00039,0.9997457119015476,0.9076,LLM_REVIEW
REC00126,REC00144,04d2ce15,35dcb509,0,0.8596,REC00126_REC00144,0.0,0.3438,KEEP_SEPARATE
REC00043,REC00044,5ec5dc25,5ec5dc25,1,0.8603,REC00043_REC00044,0.9999998079171136,0.9441,LLM_REVIEW
REC00200,REC00202,2f145e59,2f145e59,1,0.9899,REC00200_REC00202,0.9999992316688973,0.996,AUTO_MERGE
REC00111,REC00256,0bb60a42,470debc5,0,0.5384,REC00111_REC00256,0.0,0.2154,KEEP_SEPARATE
REC00215,REC00217,dbb0963b,dbb0963b,1,0.9902,REC00215_REC00217,0.9999992316688973,0.9961,AUTO_MERGE
REC00227,REC00273,7700fe54,0d30aa3a,0,0.8838,REC00227_REC00273,0.0,0.3535,KEEP_SEPARATE
REC00029,REC00086,93f3392b,56254e57,0,0.7743,REC00029_REC00086,0.0,0.3097,KEEP_SEPARATE
REC00376,REC00461,1117e12c,bbf3adb0,0,0.7477,REC00376_REC00461,0.0,0.2991,KEEP_SEPARATE
REC00263,REC00265,2c1e48e2,2c1e48e2,1,0.996,REC00263_REC00265,0.9999992316688973,0.9984,AUTO_MERGE
REC00169,REC00205,3a87bc74,9d89a813,0,0.8283,REC00169_REC00205,0.0,0.3313,KEEP_SEPARATE
REC00450,REC00476,44d9f5d5,1c5dee93,0,0.8112,REC00450_REC00476,0.0,0.3245,KEEP_SEPARATE
REC00124,REC00438,aa918b5b,ee30e678,0,0.7607,REC00124_REC00438,0.0,0.3043,KEEP_SEPARATE
REC00271,REC00273,6f1246e8,0d30aa3a,0,0.8882,REC00271_REC00273,0.0,0.3553,KEEP_SEPARATE
REC00220,REC00371,3ab28108,e501dc73,0,0.8826,REC00220_REC00371,0.0,0.353,KEEP_SEPARATE
REC00113,REC00454,7267e194,4766ebcf,0,0.83,REC00113_REC00454,0.0,0.332,KEEP_SEPARATE
REC00238,REC00374,f693dac2,b21a78c0,0,0.9129,REC00238_REC00374,0.0,0.3652,KEEP_SEPARATE
REC00183,REC00184,2bfd4d1b,2bfd4d1b,1,0.9593,REC00183_REC00184,0.9997483924577089,0.9836,AUTO_MERGE
REC00292,REC00293,5ffcba44,323bfb43,0,0.7548,REC00292_REC00293,0.0,0.3019,KEEP_SEPARATE
REC00040,REC00042,354453fa,354453fa,1,0.8408,REC00040_REC00042,0.9999995678136094,0.9363,LLM_REVIEW
REC00048,REC00050,147086bd,147086bd,1,0.8222,REC00048_REC00050,0.9999995678136094,0.9289,LLM_REVIEW
REC00355,REC00356,a8230180,a8230180,1,1.0,REC00355_REC00356,0.9999999959030196,1.0,AUTO_MERGE
REC00191,REC00194,92a8c207,92a8c207,1,0.9966,REC00191_REC00194,0.9999992316688973,0.9986,AUTO_MERGE
REC00112,REC00153,0bb60a42,b280c279,0,0.7928,REC00112_REC00153,0.0,0.3171,KEEP_SEPARATE
REC00005,REC00006,06093853,06093853,1,0.9007,REC00005_REC00006,0.9729213219516525,0.944,LLM_REVIEW
REC00032,REC00034,c05b71f2,c05b71f2,1,0.8258,REC00032_REC00034,0.9996539833713629,0.9301,LLM_REVIEW
REC00270,REC00398,0b826893,62d17edf,0,0.811,REC00270_REC00398,0.0,0.3244,KEEP_SEPARATE
REC00110,REC00349,0c424b58,33156aa0,0,0.8264,REC00110_REC00349,0.0,0.3306,KEEP_SEPARATE
REC00206,REC00268,9d89a813,0b826893,0,0.7876,REC00206_REC00268,0.0,0.315,KEEP_SEPARATE
REC00434,REC00441,e810e9af,99fbb112,0,0.8032,REC00434_REC00441,0.0,0.3213,KEEP_SEPARATE
REC00173,REC00390,3870904a,7f3057c9,0,0.5188,REC00173_REC00390,0.0,0.2075,KEEP_SEPARATE
REC00177,REC00290,4268ac48,1fb0efd0,0,0.342,REC00177_REC00290,0.0,0.1368,KEEP_SEPARATE
REC00263,REC00411,2c1e48e2,f878be27,0,0.752,REC00263_REC00411,0.0,0.3008,KEEP_SEPARATE
REC00111,REC00257,0bb60a42,470debc5,0,0.5384,REC00111_REC00257,0.0,0.2154,KEEP_SEPARATE
REC00057,REC00263,890a2409,2c1e48e2,0,0.4973,REC00057_REC00263,0.0,0.1989,KEEP_SEPARATE
REC00189,REC00354,3270c37b,0ee9817e,0,0.5405,REC00189_REC00354,0.0,0.2162,KEEP_SEPARATE
REC00150,REC00228,652786fd,7700fe54,0,0.7918,REC00150_REC00228,0.0,0.3167,KEEP_SEPARATE
REC00126,REC00498,04d2ce15,a40a921a,0,0.8454,REC00126_REC00498,0.0,0.3382,KEEP_SEPARATE
REC00168,REC00268,3a87bc74,0b826893,0,0.6121,REC00168_REC00268,0.0,0.2448,KEEP_SEPARATE
REC00058,REC00159,890a2409,526f8b59,0,0.485,REC00058_REC00159,0.0,0.194,KEEP_SEPARATE
REC00194,REC00431,92a8c207,909d7d35,0,0.7623,REC00194_REC00431,0.0,0.3049,KEEP_SEPARATE
REC00103,REC00361,674ba110,23198577,0,0.8885,REC00103_REC00361,0.0,0.3554,KEEP_SEPARATE
REC00022,REC00059,320a2e9c,dc1dfd2b,0,0.6184,REC00022_REC00059,0.0,0.2474,KEEP_SEPARATE
REC00333,REC00334,74e6294d,e6454acf,0,0.7631,REC00333_REC00334,0.0,0.3052,KEEP_SEPARATE
REC00043,REC00435,5ec5dc25,d8a8860c,0,0.9136,REC00043_REC00435,0.0,0.3654,KEEP_SEPARATE
REC00013,REC00080,7efcda5f,09b4f7da,0,0.6881,REC00013_REC00080,0.0,0.2752,KEEP_SEPARATE
REC00167,REC00205,3a87bc74,9d89a813,0,0.7966,REC00167_REC00205,0.0,0.3186,KEEP_SEPARATE
REC00256,REC00257,470debc5,470debc5,1,1.0,REC00256_REC00257,0.9999999836120786,1.0,AUTO_MERGE
REC00311,REC00313,ac0ddd17,130982d6,0,0.7713,REC00311_REC00313,0.0,0.3085,KEEP_SEPARATE
REC00072,REC00201,73d3c316,2f145e59,0,0.8336,REC00072_REC00201,0.0,0.3334,KEEP_SEPARATE
REC00177,REC00409,4268ac48,eb031af7,0,0.7259,REC00177_REC00409,0.0,0.2904,KEEP_SEPARATE
REC00210,REC00488,2fef3194,ced7e1f9,0,0.7289,REC00210_REC00488,0.0,0.2916,KEEP_SEPARATE
REC00200,REC00501,2f145e59,f62a77f3,0,0.7809,REC00200_REC00501,0.0,0.3124,KEEP_SEPARATE
REC00233,REC00234,3f6e7f67,3f6e7f67,1,0.9692,REC00233_REC00234,0.9999992316688973,0.9877,AUTO_MERGE
REC00241,REC00427,6faeeebe,9a1cef10,0,0.7591,REC00241_REC00427,0.0,0.3036,KEEP_SEPARATE
REC00014,REC00495,7efcda5f,0f6b1888,0,0.613,REC00014_REC00495,0.0,0.2452,KEEP_SEPARATE
REC00036,REC00038,9f3737b4,9f3737b4,1,0.7951,REC00036_REC00038,0.9729213219516525,0.9018,LLM_REVIEW
REC00461,REC00495,bbf3adb0,0f6b1888,0,0.6478,REC00461_REC00495,0.0,0.2591,KEEP_SEPARATE
REC00036,REC00083,9f3737b4,1976f586,0,0.7647,REC00036_REC00083,0.0,0.3059,KEEP_SEPARATE
REC00178,REC00290,4268ac48,1fb0efd0,0,0.3546,REC00178_REC00290,0.0,0.1418,KEEP_SEPARATE
REC00208,REC00488,2fef3194,ced7e1f9,0,0.7374,REC00208_REC00488,0.0,0.295,KEEP_SEPARATE
REC00212,REC00458,957fe149,f48d91dd,0,0.9231,REC00212_REC00458,0.0,0.3692,KEEP_SEPARATE
REC00227,REC00230,7700fe54,7700fe54,1,0.9797,REC00227_REC00230,0.9999992316688973,0.9919,AUTO_MERGE
REC00208,REC00210,2fef3194,2fef3194,1,0.9889,REC00208_REC00210,0.9999992316688973,0.9956,AUTO_MERGE
REC00076,REC00077,6a742391,6a742391,1,0.7899,REC00076_REC00077,0.9999995678136094,0.916,LLM_REVIEW
REC00046,REC00047,18ed0618,18ed0618,1,0.785,REC00046_REC00047,0.9999995678136094,0.914,LLM_REVIEW
REC00361,REC00459,23198577,f9b9dcc2,0,0.8361,REC00361_REC00459,0.0,0.3344,KEEP_SEPARATE
REC00056,REC00263,890a2409,2c1e48e2,0,0.5427,REC00056_REC00263,0.0,0.2171,KEEP_SEPARATE
REC00208,REC00486,2fef3194,b8039f1b,0,0.8032,REC00208_REC00486,0.0,0.3213,KEEP_SEPARATE
REC00227,REC00272,7700fe54,497d833b,0,0.8377,REC00227_REC00272,0.0,0.3351,KEEP_SEPARATE
REC00266,REC00411,2c1e48e2,f878be27,0,0.7388,REC00266_REC00411,0.0,0.2955,KEEP_SEPARATE
REC00112,REC00276,0bb60a42,9ab83f99,0,0.6954,REC00112_REC00276,0.0,0.2782,KEEP_SEPARATE
REC00078,REC00105,6a742391,d4dc737b,0,0.8866,REC00078_REC00105,0.0,0.3546,KEEP_SEPARATE
